,Key,Count,Mean Score
0,mean_sen_len,100,0.04657022516616223
1,DT,100,0.03604678581588127
2,said,100,0.028191527988550732
3,lex_density,100,0.030158893793574833
4,the,100,0.02688894268196201
6,VBD,97,0.022837455050403434
5,VBP,78,0.02021974804888452
10,has,70,0.019635839196019918
12,but,52,0.019217504891886714
7,at,51,0.018974497447561137
15,a,32,0.01810033362830285
13,RB,23,0.017451592228109422
17,that,21,0.017761664985209806
18,up,11,0.018003334555104663
8,with,11,0.0181090867380093
11,VBN,9,0.016731131123324385
21,out,7,0.019477859488314323
20,PRP$,7,0.01711962145123577
19,male_pronouns,7,0.01794179619441686
9,sentiment,4,0.01612168525419518
14,IN,4,0.016201075291106322
24,been,4,0.01744829378012637
23,an,4,0.018135028463738916
16,who,3,0.016235984188297536
25,to,2,0.01631914783797979
26,and,2,0.01628261439557204
22,i,1,0.014929729135696498
