,id,Counts,text,category,author,book/prompt,model,nation,gender,race,mean_sen_len,sentiment,male_pronouns,female_pronouns,TTR,lex_density,concreteness,its,during,between,how,see,be,isn't,off,must,but,couldn't,ours,a,about,all,any,i,our,here,aren't,and,ourselves,itself,on,under,one,you'll,too,this,after,then,should,that'll,me,why,your,until,won't,further,you,needn't,mightn't,they,don't,each,same,had,just,wouldn't,my,into,that,are,you've,than,do,as,the,them,there,does,some,themselves,weren't,you'd,through,below,in,don,wasn't,an,were,for,has,very,before,or,what,hadn't,doesn't,shan't,having,no,not,well,will,over,which,yourselves,once,am,above,of,other,it's,is,have,much,out,would,by,again,hasn't,myself,down,could,theirs,from,while,with,who,against,doing,you're,mustn't,it,shouldn't,haven't,most,whom,can,at,been,those,being,when,where,their,was,never,nor,these,did,we,such,because,up,few,more,made,yours,should've,go,to,yourself,only,so,might,own,now,if,upon,didn't,both,say,said,ask,asked,reply ,replied,NN,NNS,NNP,NNPS,VB,VBD,VBG,VBN,VBP,VBZ,JJ,JJR,JJS,RB,RBR,RBS,PRP,PRP$,IN,DT
0,60360,8,"Her life virtually began with her awakening at the hospital. A look of wonder and a faint smile were the only replies that questions as to the past elicited from her. Old and tried specialists in brain diseases and hypnotic states came from every part of the Union on bootless errands. It was decided that nothing could be done; rest, freedom from every care and time might eventually restore the poor, violated mind to its original strength. Thus it was that Dianthe became the dear adopted daughter of the medical profession. Strange to say, Molly Vance secured her desire, and wearing the name of Felice Adams, Dianthe was domiciled under the roof of palatial Vance hall, and the small annuity provided by the generous contributions of the physicians of the country was placed in the hands of Mr. Vance, Sr., to be expended for their protege.",authentic,hopkins,ofonebloodorthehiddenself,authentic,American,female,black,24.33333333333333,-0.956153392791748,0.0,0.0277777777777777,0.6805555555555556,0.5763888888888888,2.263813559322034,0.0069444444444444,0.0,0.0,0.0,0.0,0.0138888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0138888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0069444444444444,0.0069444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0069444444444444,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138888888888888,0.0,0.0,0.0,0.0069444444444444,0.0069444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069444444444444,0.0,0.0,0.0,0.0,0.0069444444444444,0.0,0.0208333333333333,0.0,0.0069444444444444,0.0,0.0,0.0,0.0,0.0,0.0138888888888888,0.0,0.0,0.0,0.0,0.0,0.0069444444444444,0.0,0.0,0.0,0.0,0.0,0.0069444444444444,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0069444444444444,0.0,0.0069444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0069444444444444,0.0,0.0,0.0,0.0,0.0,0.2361111111111111,0.0694444444444444,0.0,0.0,0.0277777777777777,0.0763888888888889,0.0138888888888888,0.0416666666666666,0.0,0.0,0.0763888888888889,0.0,0.0,0.0347222222222222,0.0,0.0,0.0277777777777777,0.0277777777777777,0.1527777777777778,0.125
1,60656,7,"We find but one account of slaves being brought into the country, and they were soon freed. But the free Negro was seen mingling with other settlers upon the streets, by their presence adding still more to the cosmopolitan character of the shifting panorama, for Buffalo was an anti-slavery stronghold,--the last and most convenient station of the underground railroad. It was late in the afternoon of a June day. It was uncommonly hot, the heat spoke of mid-summer, and was unusual in this country bordering upon the lakes. On the sandy beach Indian squaws sat in the sun with their gaudy blankets wrapped about them in spite of the heat, watching the steamers upon the lakes, the constant traffic of the canal boats, their beaded wares spread temptingly upon the firm white sand to catch the fancy of the free-handed sailor or visitor.",authentic,hopkins,WINONA,authentic,American,female,black,29.0,0.9948875904083252,0.0,0.0,0.6666666666666666,0.5531914893617021,2.627596899224806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141843971631205,0.0,0.0,0.0070921985815602,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0,0.0070921985815602,0.0,0.0070921985815602,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.1418439716312056,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283687943262411,0.0,0.0,0.0070921985815602,0.0070921985815602,0.0070921985815602,0.0,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0567375886524822,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141843971631205,0.0,0.0,0.0,0.0,0.0,0.0141843971631205,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0,0.0070921985815602,0.0,0.0,0.0212765957446808,0.0354609929078014,0.0,0.0,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0070921985815602,0.0,0.0,0.0,0.0,0.0141843971631205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283687943262411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1914893617021276,0.0638297872340425,0.0,0.0,0.0070921985815602,0.0567375886524822,0.0425531914893617,0.0212765957446808,0.0141843971631205,0.0,0.1063829787234042,0.0,0.0070921985815602,0.0354609929078014,0.0070921985815602,0.0,0.0354609929078014,0.0212765957446808,0.1631205673758865,0.1631205673758865
2,60590,7,"Through the long journey homeward two men thought only of vengeance, but with very different degrees of feeling. Charlie Vance held to the old Bible punishment for the pure crime of manslaughter, but in Reuelâ€™s wrongs lay something beyond the reach of punishment by the lawâ€™s arm; in it was the accumulation of years of foulest wrongs heaped upon the innocent and defenceless women of a race, added to this last great outrage.",authentic,hopkins,ofonebloodorthehiddenself,authentic,American,female,black,36.5,-0.3381470441818237,0.0,0.0,0.7605633802816901,0.5633802816901409,2.3075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985915492957746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.028169014084507,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985915492957746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253521126760563,0.0845070422535211,0.0,0.0,0.0,0.0704225352112676,0.0140845070422535,0.0,0.0140845070422535,0.0,0.1126760563380281,0.0,0.0140845070422535,0.028169014084507,0.0,0.0,0.0140845070422535,0.0,0.2112676056338028,0.1267605633802817
3,60933,7,"With a mighty effort, Maxwell brought the butt of his pistol down on his enemyâ€™s face in a smashing blow. At last he had caught the full spirit of the fiercest; the blood mounted to his brain, and with ungovernable rage, thinking only of the sufferings he had endured in the dreadful time of imprisonment, he continued his rain of blows upon his prostrate foe until the very limpness of the inert body beneath him stayed his hand. Through the smoke he saw Captain Brown and Parson Steward and Ebenezer Maybee fighting like mad, with blazing rifles, and deep curses from Maybee mingling with the hoarse shouting of passages of Scripture by the parson.",authentic,hopkins,WINONA,authentic,American,female,black,38.0,-0.1864891052246093,0.0973451327433628,0.0,0.6814159292035398,0.5398230088495575,2.748383838383838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176991150442477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353982300884955,0.0,0.0,0.0088495575221238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176991150442477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0973451327433628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,0.0176991150442477,0.0,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707964601769911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,0.0,0.0,0.0088495575221238,0.0,0.0,0.0088495575221238,0.0,0.0353982300884955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,0.0088495575221238,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743362831858407,0.0442477876106194,0.0,0.0,0.0088495575221238,0.0707964601769911,0.0265486725663716,0.0176991150442477,0.0088495575221238,0.0,0.0619469026548672,0.0,0.0088495575221238,0.0176991150442477,0.0,0.0,0.0442477876106194,0.0530973451327433,0.1946902654867256,0.1150442477876106
4,60456,6,"Memnon personifies the ethnic identity of the two races. Ancient Greeks believed it. All the traditions of Armenia, where lies Mt. Ararat, are in accordance with this fact. The Armenian geography applies the name of Cush to four great regions--Media, Persia, Susiana, Asia, or the whole territory between the Indus and the Tigris. Moses of Chorene identifies Belus, king of Babylon with Nimrod. â€œBut the Biblical tradition is paramount to all.",authentic,hopkins,ofonebloodorthehiddenself,authentic,American,female,black,10.428571428571429,0.980044960975647,0.0,0.0,0.7887323943661971,0.5774647887323944,2.152127659574468,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.1267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704225352112676,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2394366197183098,0.0985915492957746,0.0,0.0,0.0,0.0140845070422535,0.0,0.0140845070422535,0.0422535211267605,0.056338028169014,0.1126760563380281,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.1267605633802817,0.1549295774647887
5,60283,6,"The opening number was â€œThe Lordâ€™s Prayer.â€ Stealing, rising, swelling, gathering, as it thrilled the ear, all the delights of harmony in a grand minor cadence that told of deliverance from bondage and homage to God for his wonderful aid, sweeping the awed heart with an ecstasy that was almost pain; breathing, hovering, soaring, they held the vast multitude in speechless wonder. Thunders of applause greeted the close of the hymn. Scarcely waiting for a silence, a female figure rose and came slowly to the edge of the platform and stood in the blaze of lights with hands modestly clasped before her. She was not in any way the preconceived idea of a Negro.",authentic,hopkins,ofonebloodorthehiddenself,authentic,American,female,black,28.5,0.9962054491043092,0.009009009009009,0.018018018018018,0.7297297297297297,0.5675675675675675,2.450096153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036036036036,0.0,0.009009009009009,0.009009009009009,0.0,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018,0.0,0.0,0.0,0.0,0.009009009009009,0.0990990990990991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036036036036,0.0,0.0,0.009009009009009,0.0,0.018018018018018,0.0,0.0,0.009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063063063063063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009,0.0,0.018018018018018,0.0,0.0,0.0,0.0,0.0,0.009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2342342342342342,0.036036036036036,0.0,0.0,0.009009009009009,0.09009009009009,0.072072072072072,0.0,0.0,0.0,0.081081081081081,0.0,0.0,0.045045045045045,0.0,0.0,0.027027027027027,0.018018018018018,0.1711711711711711,0.1531531531531531
6,60866,6,"The large unfinished room was filled to overflowing with the unwashed Democracy of Missouri--a roof with bare brick walls and open rafters overhead, from which hung down directly above the prisoner three new ropes with the hangmanâ€™s knot at the end of each. Fierce faces, rough and dirty, with the inevitable pipe, or tobacco saliva marking the corners of the mouth, filled in the picture, while a running accompaniment of the strongest and vilest oaths ears ever heard suggested all the horrors of mob violence. The court proceeded with its farcical mockery of justice. Warren undertook to act as his own counsel, and drew up the following protest:  â€œI, the undersigned, a British subject, do hereby protest against every step taken thus far by the State of Missouri in this case; declaring that my rights as a British subject have been infamously violated and trampled upon.",authentic,hopkins,WINONA,authentic,American,female,black,37.0,-0.9838829040527344,0.0068965517241379,0.0,0.7310344827586207,0.5793103448275863,2.5076422764227644,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275862068965517,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0068965517241379,0.0,0.0,0.0,0.0068965517241379,0.0137931034482758,0.1034482758620689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137931034482758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0068965517241379,0.0482758620689655,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0068965517241379,0.0068965517241379,0.0344827586206896,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068965517241379,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0137931034482758,0.0,0.0,0.0,0.0,0.0068965517241379,0.0,0.0,0.0068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2068965517241379,0.0551724137931034,0.0,0.0,0.0137931034482758,0.0344827586206896,0.0206896551724137,0.0482758620689655,0.0275862068965517,0.0068965517241379,0.1034482758620689,0.0,0.0137931034482758,0.0482758620689655,0.0,0.0,0.0,0.0206896551724137,0.1586206896551724,0.1517241379310344
7,60832,5,"â€œTo the cross-roads!â€ came the hoarse cry from a thousand throats. Tramp, tramp, on they rushed like a dark river, with cries whose horror was indescribable. It was not the voices of human beings, but more like the cries of wild animals, the screaming of enraged hyenas, the snarling of tigers, the angry, inarticulate cries of thousands of wild beasts in infuriated pursuit of their prey, yet with a something in it more sinister and blood curdling, for they were men, and added a human ferocity. On they rushed from north, south, east and west, eyes aflame, faces distorted, the brute latent in every human being coming out from his lair to blot out the man, the awful cries, waning, waxing. Maxwell was in the midst, half-running, half-dragged by a rope knotted about his neck.",authentic,hopkins,WINONA,authentic,American,female,black,27.2,-0.777351975440979,0.015267175572519,0.0,0.648854961832061,0.5648854961832062,2.554824561403509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076335877862595,0.0,0.0,0.0381679389312977,0.0076335877862595,0.0,0.0,0.0,0.0,0.0,0.0,0.0229007633587786,0.0,0.0,0.015267175572519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229007633587786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839694656488549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305343511450381,0.0,0.0,0.0,0.0076335877862595,0.0076335877862595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076335877862595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0534351145038167,0.0,0.0,0.0,0.0,0.0,0.015267175572519,0.0,0.0076335877862595,0.0,0.0,0.0,0.0,0.0,0.0,0.0229007633587786,0.0,0.015267175572519,0.0,0.0,0.0,0.0,0.0,0.015267175572519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076335877862595,0.0,0.0,0.0076335877862595,0.0229007633587786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519,0.0,0.0,0.0,0.0,0.0076335877862595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1679389312977099,0.1068702290076335,0.0,0.0,0.0076335877862595,0.0610687022900763,0.0305343511450381,0.0076335877862595,0.015267175572519,0.0076335877862595,0.1297709923664122,0.0076335877862595,0.0,0.015267175572519,0.0076335877862595,0.0,0.0381679389312977,0.0229007633587786,0.1755725190839694,0.1297709923664122
8,60484,5,"He reclined on a couch composed of silken cushions, in a room of vast dimensions, formed of fluted columns of pure white marble upholding a domed ceiling where the light poured in through rose-colored glass in soft prismatic shades which gave a touch of fairyland to the scene. The men beside him were strangers, and more unreal than the vast chamber. Dark-visaged, he noticed that they ranged in complexion from a creamy tint to purest ebony; the long hair which fell upon their shoulders, varied in texture from soft, waving curls to the crispness of the most pronounced African type. But the faces into which he gazed were perfect in the cut and outline of every feature; the forms hidden by soft white drapery, Grecian in effect, were athletic and beautifully moulded. Sandals covered their feet. The eyes of the leader followed Reuelâ€™s every movement.",authentic,hopkins,ofonebloodorthehiddenself,authentic,American,female,black,24.166666666666668,0.9949613213539124,0.028169014084507,0.0,0.6830985915492958,0.5633802816901409,2.666806722689076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211267605633802,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0070422535211267,0.0,0.0,0.0070422535211267,0.0,0.0,0.0845070422535211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0,0.0492957746478873,0.0,0.0,0.0,0.0211267605633802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211267605633802,0.0,0.0,0.0,0.0,0.056338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.0,0.0211267605633802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1830985915492957,0.0704225352112676,0.0,0.0,0.0070422535211267,0.0845070422535211,0.0140845070422535,0.0422535211267605,0.0,0.0070422535211267,0.1338028169014084,0.0070422535211267,0.0,0.0070422535211267,0.0,0.0070422535211267,0.0352112676056338,0.0140845070422535,0.176056338028169,0.1338028169014084
9,60741,4,"Rising in his stirrups, Judah, while keeping perfect control of the animal, converted the four acres of enclosure into a circus-arena, round which the horse was forced at a gallop under the sting of the whip, and in the true style of reckless Indian riding on the Western plains. â€œWell done!â€ â€œHurrah for the nigger! heâ€™s beat the hoss into the middle oâ€™ nexâ€™ week!â€ These and similar exclamations broke from the delighted spectators. Beaten completely, trembling in every limb and flecked with foam, the horse followed his conqueror quietly to the stables. Colonel Titus was throwing his hat wildly up in the air in the enthusiasm of the moment, but Bill Thomson stood quietly by with an evil look distorting his face into a grin of malice and fury.",authentic,hopkins,WINONA,authentic,American,female,black,26.4,0.8670176863670349,0.032258064516129,0.0,0.6935483870967742,0.5403225806451613,2.5822727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0,0.0,0.0241935483870967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129,0.0,0.0,0.0080645161290322,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241935483870967,0.0,0.0,0.0,0.0,0.0,0.0,0.1290322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403225806451612,0.0,0.0,0.0080645161290322,0.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0080645161290322,0.0161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0161290322580645,0.0,0.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258064516129032,0.0483870967741935,0.0,0.0,0.0,0.0564516129032258,0.0483870967741935,0.0241935483870967,0.0241935483870967,0.0,0.0725806451612903,0.0,0.0,0.0403225806451612,0.0,0.0,0.0,0.032258064516129,0.1854838709677419,0.1774193548387097
