,Key,Count,Mean Score
0,TTR,100,0.07221540288325308
1,the,100,0.05658453662774351
2,or,100,0.04128458457198608
3,a,100,0.046881411376482225
4,DT,100,0.05050104210929535
5,and,93,0.025835540435956032
10,an,80,0.02560009954457244
11,i,54,0.021100202683916998
6,as,40,0.021852799459985438
8,their,34,0.020434612145588803
12,your,34,0.02334553674115563
15,them,19,0.020915388217830854
18,from,18,0.021030600824086303
7,has,16,0.02105461083827777
24,on,15,0.021185840494289978
21,are,14,0.02118361900535266
20,before,13,0.02003552855003906
17,more,13,0.02079239958880808
16,which,10,0.02086682250221859
26,with,7,0.019323509014670285
9,mean_sen_len,7,0.017977519881261488
13,was,7,0.019500794180448238
14,there,6,0.0188403515001028
19,you,5,0.019972768379114995
32,IN,3,0.01880202705568555
25,our,2,0.020784134221984968
29,if,2,0.01915838753111205
27,we,2,0.01847780905029378
22,any,1,0.020167365821537095
23,by,1,0.017935323730748638
28,because,1,0.017897358323979172
30,at,1,0.01903003082666307
31,when,1,0.016915884875923982
33,where,1,0.018512816347213287
