Zeina Daboul,2025-11-29 23:59:32,20251129235932_157,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,"[752676, 751711, 750673, 750729]","[753309, 754171, 753767, 754517]","{""TTR"": 0.11498436960294305, ""sentiment"": 0.09872397428533591, ""RB"": 0.08265431822204974, ""of"": 0.04160221569198031, ""i"": 0.036624087662960714, ""is"": 0.033182264231916093, ""their"": 0.03167745965674932, ""PRP"": 0.03148595766407383, ""could"": 0.030458402816115063, ""and"": 0.027850699803061974}"
Zeina Daboul,2025-11-29 23:59:33,20251129235933_480,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.99375,0.9937499902343597,0.9937530859567871,0.99375,0.99376,1,0.995,0.9937421777221527,0.9949874686716792,0.9925,"[751129, 750554]","[753767, 754708, 753344]","{""TTR"": 0.14073554864938362, ""sentiment"": 0.10353100355583669, ""RB"": 0.07276858660291194, ""of"": 0.04362874613936451, ""i"": 0.03605263864701198, ""and"": 0.03397102530927699, ""their"": 0.03265789158621088, ""PRP"": 0.03202634593594461, ""is"": 0.030282596480610643, ""the"": 0.025123758352474445}"
Zeina Daboul,2025-11-29 23:59:33,20251129235933_248,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.9875,0.987499296835447,0.9876097121852416,0.9875,0.98741,1,0.98,0.9875930521091811,0.9802955665024631,0.995,"[752031, 750787, 750729, 750370, 751915, 750299, 751367, 752449]","[753439, 754306]","{""TTR"": 0.12646157367544136, ""sentiment"": 0.09325583495054184, ""RB"": 0.07375381610904708, ""of"": 0.047011892606167505, ""i"": 0.044278117639387035, ""their"": 0.03741518818410664, ""PRP"": 0.03638591149415785, ""could"": 0.031069235765510784, ""very"": 0.02708181297016234, ""is"": 0.026893323877079624}"
Zeina Daboul,2025-11-29 23:59:34,20251129235934_627,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.98875,0.9887499824218474,0.9887530547065918,0.98875,0.98876,1,0.99,0.9887359198998749,0.9899749373433584,0.9875,"[750047, 752449, 751820, 751367]","[753767, 754306, 752909, 752874, 754516]","{""TTR"": 0.1270832843400743, ""sentiment"": 0.10280400803922539, ""RB"": 0.07909226009753038, ""of"": 0.04495635380894442, ""PRP"": 0.03976728758546968, ""i"": 0.03683117809599831, ""could"": 0.036248296314598555, ""and"": 0.03216782536758698, ""the"": 0.029870952669920542, ""is"": 0.02622306456695618}"
Zeina Daboul,2025-11-29 23:59:34,20251129235934_328,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.985,0.985,0.985,0.985,0.985,1,0.985,0.985,0.985,0.985,"[751820, 750729, 751367, 752718, 751562, 751711]","[753215, 753439, 754171, 754547, 753803, 754012]","{""TTR"": 0.1393691006228957, ""sentiment"": 0.10125412818009616, ""RB"": 0.07493243353542024, ""of"": 0.050865734954255004, ""i"": 0.03866417491864163, ""the"": 0.033054729262286066, ""is"": 0.03136886715951963, ""PRP"": 0.029975916321451346, ""their"": 0.029869926368583218, ""could"": 0.028109981300102744}"
Zeina Daboul,2025-11-29 23:59:35,20251129235935_467,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.99125,0.9912496581897731,0.9913267698077826,0.99125,0.99119,1,0.985,0.991304347826087,0.9851851851851852,0.9975,"[750417, 750659, 752718, 752449, 750047, 752097]",[754415],"{""TTR"": 0.12444024050868972, ""sentiment"": 0.10979239030286876, ""RB"": 0.0737672734668606, ""of"": 0.04585709613656137, ""i"": 0.036732565166556805, ""could"": 0.03423429320492016, ""is"": 0.03388666264956197, ""their"": 0.033838406934969416, ""and"": 0.029109700840703603, ""mean_sen_len"": 0.028078478820409133}"
Zeina Daboul,2025-11-29 23:59:36,20251129235936_128,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.99375,0.993749912108139,0.9937777749998438,0.99375,0.99377,1,0.9975,0.9937264742785445,0.9974811083123426,0.99,[750419],"[753376, 754517, 754547, 755108]","{""TTR"": 0.11822391716325197, ""sentiment"": 0.10513940398614714, ""RB"": 0.07686839751913394, ""i"": 0.0430038575643811, ""of"": 0.03913583327458207, ""is"": 0.03696706903022804, ""their"": 0.032337484852346686, ""very"": 0.03126709220944141, ""the"": 0.030407584569603654, ""could"": 0.029928616320122347}"
Zeina Daboul,2025-11-29 23:59:37,20251129235937_590,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.99375,0.9937497558498378,0.9938271604938271,0.99375,0.99379,1,1.0,0.9937106918238994,1.0,0.9875,[],"[755015, 754517, 753215, 754306, 752874]","{""TTR"": 0.126787767451238, ""sentiment"": 0.10377042628394033, ""RB"": 0.07688959034694408, ""of"": 0.044458220312315104, ""i"": 0.03793270304966729, ""is"": 0.03333563431882948, ""could"": 0.03155523994957508, ""the"": 0.031279271792820036, ""PRP"": 0.03092860563138633, ""and"": 0.02696283606901857}"
Zeina Daboul,2025-11-29 23:59:37,20251129235937_12,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.9925,0.9925,0.9925,0.9925,0.9925,1,0.9925,0.9925,0.9925,0.9925,"[750787, 752599, 750047]","[754306, 755051, 754510]","{""TTR"": 0.1256196734487061, ""sentiment"": 0.10384596978865412, ""RB"": 0.07252015262822563, ""of"": 0.04367976700286981, ""PRP"": 0.03525962891086178, ""is"": 0.03400962265285665, ""could"": 0.03192122950262578, ""i"": 0.03171868609602865, ""their"": 0.031660435844463805, ""mean_sen_len"": 0.030613189349083726}"
Zeina Daboul,2025-11-29 23:59:38,20251129235938_404,4000,3200,800,M4,M4,gpt-3.5-turbo,gpt-3.5-turbo,peerread,peerread,0.98625,0.9862499785155915,0.9862530390814942,0.98625,0.98623,1,0.985,0.9862671660424469,0.9850374064837906,0.9875,"[750554, 751711, 750419, 752195, 751367, 751362]","[754887, 753053, 753439, 754791, 752874]","{""TTR"": 0.12905344112770245, ""sentiment"": 0.10260722347469242, ""RB"": 0.06439753363622491, ""of"": 0.04892016486708518, ""i"": 0.04479825651636112, ""is"": 0.04056698390947485, ""PRP"": 0.03272003458836751, ""mean_sen_len"": 0.03163379930394437, ""very"": 0.028107344598358553, ""their"": 0.025598061307581008}"
