,Key,Count,Mean Score
1,and,100,0.039781757621603714
2,TTR,100,0.03619181358492833
3,sentiment,100,0.042955841351779205
0,i,99,0.030940085101108714
6,mean_sen_len,90,0.023130257911545608
4,VB,89,0.02372445943795905
7,or,89,0.024385601437692014
5,VBD,86,0.02486364092044372
8,can,77,0.0236844967348418
10,RB,52,0.021075146523536245
15,PRP,26,0.01994584247650629
18,NNS,20,0.019011915025669963
20,to,13,0.019431444549229973
9,do,11,0.020195213989939297
14,will,11,0.018754482625476784
13,just,9,0.020047155743170345
17,you,9,0.01891931575324709
19,would,7,0.0197147748595785
12,but,3,0.01839443451577635
16,DT,2,0.01659706198564777
22,what,2,0.02038324918277628
11,then,1,0.017338121642100905
21,all,1,0.018387022283893866
23,VBZ,1,0.017787847249906435
24,no,1,0.02026570354212357
25,only,1,0.022888484438791594
