,Key,Count,Mean Score
0,TTR,100,0.13610849911024478
1,a,100,0.057830821817799735
2,the,100,0.051048783139464475
3,DT,100,0.04037023871112023
6,is,99,0.02593765661105125
5,any,92,0.02335940238916264
4,or,84,0.02446450003063925
10,and,82,0.018759367912551967
7,before,53,0.018644164616257147
9,an,45,0.018654344364226402
13,our,38,0.018277452175673635
11,then,21,0.018325680312318033
16,PRP$,12,0.017290670736382727
14,with,12,0.018572582426838184
17,this,8,0.018012725021754723
12,about,8,0.016934955847027137
24,VBG,8,0.018165549341378973
15,should,7,0.01829966667030719
18,at,6,0.015832206561806988
21,if,5,0.016177872539522044
20,for,4,0.018819293449406124
19,through,2,0.015691454843446827
27,where,2,0.0155818086044039
26,on,2,0.017424263121183822
8,one,1,0.017130618813232527
22,that,1,0.015285333650670032
25,there,1,0.016914824538752173
23,in,1,0.014454868497122636
28,lex_density,1,0.017249423060160824
29,into,1,0.01599442070141233
30,we,1,0.014443612087567927
31,here,1,0.013887097476842518
32,what,1,0.017087066310963194
33,IN,1,0.01659394282612718
