,Key,Count,Mean Score
0,TTR,300,0.13701339558843953
1,a,300,0.05729901961671055
2,the,300,0.05222663589427761
3,DT,300,0.04139373694413648
5,is,296,0.025040701034822355
4,any,275,0.02322500322614887
6,or,265,0.023817284051862484
8,and,235,0.019138069543624268
7,an,127,0.01843416097324233
10,before,126,0.017932821668038546
11,our,96,0.01825351975867318
13,then,66,0.019346052306689645
14,PRP$,52,0.01813332764250112
12,with,40,0.017242714362056225
18,this,37,0.017745556565106166
21,for,34,0.01705615579100987
17,VBG,33,0.017144947271071128
9,should,25,0.017153901491247705
15,at,14,0.016611178660946562
16,about,14,0.01764069042169434
22,what,14,0.017240928707066415
25,there,13,0.01776800452455803
23,in,10,0.015175230688699503
19,IN,5,0.015790653695467834
24,if,4,0.017331369837730343
29,we,4,0.016532000239453695
28,through,4,0.01670097284611019
20,on,3,0.017467652093732685
27,these,3,0.015777564487297887
32,where,2,0.015581747944971018
26,that,1,0.015054930204462049
30,as,1,0.01490480836624507
31,lex_density,1,0.016808096393321408
