,Key,Count,Mean Score
0,lex_density,100,0.03794660982318891
1,and,100,0.02688984921995815
2,mean_sen_len,100,0.02519448853560786
3,sentiment,100,0.029686055829718738
4,DT,100,0.0187881888571687
9,JJ,98,0.018237341027105655
7,in,74,0.016252315552631683
6,the,64,0.016312917538129072
10,it,55,0.015902167069051457
8,out,45,0.01637991562997832
11,one,42,0.01625419153039082
12,VBD,34,0.015973199626214046
15,of,26,0.015514513032948282
5,IN,22,0.014985732285539417
13,NNS,14,0.015194305644277576
16,at,8,0.01603064384893908
17,or,6,0.015254478256861152
20,a,4,0.014809538553329936
14,PRP,2,0.014829270056763131
22,TTR,2,0.014103512158007574
19,be,1,0.015111778597009287
18,as,1,0.014967547495921742
21,male_pronouns,1,0.014559712474117604
23,all,1,0.014165284064267583
